coord_x,coord_y,timestamp_unix_ns,timestamp_readable,anchor_0_local_x,anchor_0_local_y,anchor_0_local_z,anchor_0_distance_m,anchor_0_azimuth_deg,anchor_0_elevation_deg,anchor_0_data_age_ms,anchor_1_local_x,anchor_1_local_y,anchor_1_local_z,anchor_1_distance_m,anchor_1_azimuth_deg,anchor_1_elevation_deg,anchor_1_data_age_ms,anchor_2_local_x,anchor_2_local_y,anchor_2_local_z,anchor_2_distance_m,anchor_2_azimuth_deg,anchor_2_elevation_deg,anchor_2_data_age_ms,anchor_3_local_x,anchor_3_local_y,anchor_3_local_z,anchor_3_distance_m,anchor_3_azimuth_deg,anchor_3_elevation_deg,anchor_3_data_age_ms
2,0,1758015499878572275,2025-09-16 17:38:19.878,,,,,,,,,,,,,,,170.7708,201.5798,-266.1351,375.0000,-49.73,45.21,459.9,,,,,,,
2,0,1758015499942843646,2025-09-16 17:38:19.942,687.6234,136.7768,-35.6386,702.0000,-11.25,2.91,443.5,,,,,,,,,,,,,,,,,,,,,
2,0,1758015499918358234,2025-09-16 17:38:19.918,,,,,,,,,,,,,,,,,,,,,,46.5862,-61.3084,-133.3679,154.0000,52.77,60.00,468.1
2,0,1758015500041902848,2025-09-16 17:38:20.041,,,,,,,,,,,,,,,176.5739,209.7625,-261.6531,379.0000,-49.91,43.66,457.7,,,,,,,
2,0,1758015500146161502,2025-09-16 17:38:20.146,,,,,,,,392.5829,-396.1621,-198.4900,592.0000,45.26,19.59,407.1,,,,,,,,,,,,,,
2,0,1758015500206518920,2025-09-16 17:38:20.206,,,,,,,,,,,,,,,200.6122,239.9550,-210.4883,377.0000,-50.10,33.94,457.7,,,,,,,
2,0,1758015500266888126,2025-09-16 17:38:20.266,677.3970,181.1279,-50.3484,703.0000,-14.97,4.11,458.8,,,,,,,,,,,,,,,,,,,,,
2,0,1758015500326984227,2025-09-16 17:38:20.326,,,,,,,,396.7877,-410.4554,-152.8624,591.0000,45.97,14.99,454.1,,,,,,,,,,,,,,
2,0,1758015500316669540,2025-09-16 17:38:20.316,,,,,,,,,,,,,,,,,,,,,,61.8898,-44.9656,-132.5019,153.0000,36.00,60.00,464.6
2,0,1758015500364912421,2025-09-16 17:38:20.364,,,,,,,,,,,,,,,175.3206,188.7731,-273.8675,376.0000,-47.12,46.75,470.5,,,,,,,
2,0,1758015500428861699,2025-09-16 17:38:20.428,683.2629,159.0254,-25.8218,702.0000,-13.10,2.11,470.0,,,,,,,,,,,,,,,,,,,,,
2,0,1758015500497597369,2025-09-16 17:38:20.497,,,,,,,,432.8834,-398.4752,-81.6421,594.0000,42.63,7.90,462.7,,,,,,,,,,,,,,
2,0,1758015500512432898,2025-09-16 17:38:20.512,,,,,,,,,,,,,,,,,,,,,,40.1534,-64.5268,-131.6359,152.0000,58.11,60.00,448.0
2,0,1758015500530347554,2025-09-16 17:38:20.530,,,,,,,,,,,,,,,178.7344,218.6821,-248.2099,376.0000,-50.74,41.31,477.6,,,,,,,
2,0,1758015500590837197,2025-09-16 17:38:20.590,678.4321,178.2365,-46.5906,703.0000,-14.72,3.80,417.3,,,,,,,,,,,,,,,,,,,,,
2,0,1758015500687031119,2025-09-16 17:38:20.687,,,,,,,,439.8117,-391.0326,-111.6252,599.0000,41.64,10.74,410.2,,,,,,,,,,,,,,
2,0,1758015500691816471,2025-09-16 17:38:20.691,,,,,,,,,,,,,,,190.0250,229.3746,-226.1721,374.0000,-50.36,37.21,458.8,,,,,,,
2,0,1758015500752858455,2025-09-16 17:38:20.752,679.1094,168.1884,-78.3520,704.0000,-13.91,6.39,446.1,,,,,,,,,,,,,,,,,,,,,
2,0,1758015500867298526,2025-09-16 17:38:20.867,,,,,,,,406.2648,-422.3929,-83.6488,592.0000,46.12,8.12,407.0,,,,,,,,,,,,,,
2,0,1758015500849720072,2025-09-16 17:38:20.849,,,,,,,,,,,,,,,195.9803,233.0641,-222.2652,377.0000,-49.94,36.13,478.0,,,,,,,
2,0,1758015500911421238,2025-09-16 17:38:20.911,,,,,,,,,,,,,,,,,,,,,,47.5598,-59.2795,-131.6359,152.0000,51.26,60.00,477.8
2,0,1758015501041470247,2025-09-16 17:38:21.041,,,,,,,,402.6808,-422.7088,-103.9925,593.0000,46.39,10.10,409.3,,,,,,,,,,,,,,
2,0,1758015501016189596,2025-09-16 17:38:21.016,,,,,,,,,,,,,,,184.6036,224.5004,-235.3658,374.0000,-50.57,39.00,483.0,,,,,,,
2,0,1758015501076870156,2025-09-16 17:38:21.076,677.3892,180.2393,-38.2325,702.0000,-14.90,3.12,422.5,,,,,,,,,,,,,,,,,,,,,
2,0,1758015501109904510,2025-09-16 17:38:21.109,,,,,,,,,,,,,,,,,,,,,,44.3922,-61.6874,-131.6359,152.0000,54.26,60.00,444.8
2,0,1758015501227739854,2025-09-16 17:38:21.227,,,,,,,,431.4928,-396.2224,-85.3566,592.0000,42.56,8.29,408.8,,,,,,,,,,,,,,
2,0,1758015501239150694,2025-09-16 17:38:21.239,678.9427,158.2073,-51.0718,699.0000,-13.12,4.19,455.7,,,,,,,,,,,,,,,,,,,,,
4,0,1758015622999811290,2025-09-16 17:40:22.999,,,,,,,,,,,,,,,130.8087,140.0790,-185.8924,267.0000,-46.96,44.12,662.2,,,,,,,
4,0,1758015623087750170,2025-09-16 17:40:23.087,,,,,,,,561.3587,-123.0119,-281.6814,640.0000,12.36,26.11,574.4,,,,,,,,,,,,,,
4,0,1758015623073044914,2025-09-16 17:40:23.073,,,,,,,,,,,,,,,,,,,,,,149.1644,-140.4671,-137.9419,247.0000,43.28,33.95,589.2
4,0,1758015623156820812,2025-09-16 17:40:23.156,,,,,,,,,,,,,,,112.1992,128.0739,-204.3634,266.0000,-48.78,50.20,505.5,,,,,,,
4,0,1758015623223171128,2025-09-16 17:40:23.223,634.3216,57.5045,-37.0593,638.0000,-5.18,3.33,439.3,,,,,,,,,,,,,,,,,,,,,
4,0,1758015623274511804,2025-09-16 17:40:23.274,,,,,,,,,,,,,,,,,,,,,,144.4553,-143.8013,-135.9369,245.0000,44.87,33.70,594.0
4,0,1758015623324224081,2025-09-16 17:40:23.324,,,,,,,,,,,,,,,131.0630,136.9102,-183.7772,264.0000,-46.25,44.12,544.7,,,,,,,
4,0,1758015623386121265,2025-09-16 17:40:23.386,635.8155,30.4292,-24.1197,637.0000,-2.74,2.17,483.0,,,,,,,,,,,,,,,,,,,,,
4,0,1758015623448155306,2025-09-16 17:40:23.448,,,,,,,,542.7743,-146.5534,-293.0430,634.0000,15.11,27.53,421.1,,,,,,,,,,,,,,
4,0,1758015623473424985,2025-09-16 17:40:23.473,,,,,,,,,,,,,,,,,,,,,,145.1419,-147.4399,-134.9233,247.0000,45.45,33.11,586.6
4,0,1758015623486427801,2025-09-16 17:40:23.486,,,,,,,,,,,,,,,112.0969,129.4721,-204.8421,267.0000,-49.11,50.10,573.8,,,,,,,
4,0,1758015623547137199,2025-09-16 17:40:23.547,639.1759,30.2546,-37.6803,641.0000,-2.71,3.37,513.2,,,,,,,,,,,,,,,,,,,,,
4,0,1758015623628026074,2025-09-16 17:40:23.628,,,,,,,,585.3133,-147.1617,-209.9351,639.0000,14.11,19.18,432.4,,,,,,,,,,,,,,
4,0,1758015623643643691,2025-09-16 17:40:23.643,,,,,,,,,,,,,,,128.8794,153.4836,-174.8968,266.0000,-49.98,41.11,609.8,,,,,,,
4,0,1758015623709143864,2025-09-16 17:40:23.709,638.9430,54.2151,-31.2496,642.0000,-4.85,2.79,544.5,,,,,,,,,,,,,,,,,,,,,
4,0,1758015623807263604,2025-09-16 17:40:23.807,,,,,,,,548.1401,-127.7781,-302.5495,639.0000,13.12,28.26,446.5,,,,,,,,,,,,,,
4,0,1758015623810048031,2025-09-16 17:40:23.810,,,,,,,,,,,,,,,141.3002,160.8386,-164.5151,270.0000,-48.70,37.54,624.2,,,,,,,
4,0,1758015623868322635,2025-09-16 17:40:23.868,,,,,,,,,,,,,,,,,,,,,,151.5678,-144.6896,-126.9532,245.0000,43.67,31.21,566.1
4,0,1758015623978354888,2025-09-16 17:40:23.978,,,,,,,,565.9392,-111.1560,-275.0966,639.0000,11.11,25.50,456.2,,,,,,,,,,,,,,
4,0,1758015623970313633,2025-09-16 17:40:23.970,,,,,,,,,,,,,,,112.4513,130.6906,-205.1796,268.0000,-49.29,49.96,464.4,,,,,,,
4,0,1758015624033122194,2025-09-16 17:40:24.033,635.0896,65.6301,-25.9785,639.0000,-5.90,2.33,593.1,,,,,,,,,,,,,,,,,,,,,
4,0,1758015624063774288,2025-09-16 17:40:24.063,,,,,,,,,,,,,,,,,,,,,,156.1401,-144.8406,-125.1019,247.0000,42.85,30.43,562.6
4,0,1758015624167488793,2025-09-16 17:40:24.167,,,,,,,,563.5076,-146.7827,-260.6876,638.0000,14.60,24.12,459.0,,,,,,,,,,,,,,
4,0,1758015624129418752,2025-09-16 17:40:24.129,,,,,,,,,,,,,,,116.9373,126.7237,-199.9069,264.0000,-47.30,49.22,497.2,,,,,,,
4,0,1758015624196152886,2025-09-16 17:40:24.196,631.6383,53.0402,-52.1129,636.0000,-4.80,4.70,430.6,,,,,,,,,,,,,,,,,,,,,
4,0,1758015624264739452,2025-09-16 17:40:24.264,,,,,,,,,,,,,,,,,,,,,,133.6104,-138.2610,-151.8459,245.0000,45.98,38.30,463.3
4,0,1758015624347918684,2025-09-16 17:40:24.347,,,,,,,,592.7144,-105.8027,-225.7088,643.0000,10.12,20.55,444.9,,,,,,,,,,,,,,
4,0,1758015624357137782,2025-09-16 17:40:24.357,637.5947,51.7477,-19.8796,640.0000,-4.64,1.78,435.9,,,,,,,,,,,,,,,,,,,,,
4,0,1758015624455239633,2025-09-16 17:40:24.455,,,,,,,,,,,,,,,128.6893,145.7641,-182.9778,267.0000,-48.56,43.26,458.2,,,,,,,
4,0,1758015624519154632,2025-09-16 17:40:24.519,634.9105,40.5015,-31.8946,637.0000,-3.65,2.87,448.0,,,,,,,,,,,,,,,,,,,,,
4,0,1758015624619718892,2025-09-16 17:40:24.619,,,,,,,,,,,,,,,123.5875,140.5282,-191.8383,268.0000,-48.67,45.71,460.1,,,,,,,
4,0,1758015624681156371,2025-09-16 17:40:24.681,634.7110,32.1531,-43.3257,637.0000,-2.90,3.90,459.7,,,,,,,,,,,,,,,,,,,,,
4,0,1758015624661702882,2025-09-16 17:40:24.661,,,,,,,,,,,,,,,,,,,,,,149.6974,-147.6217,-127.7283,246.0000,44.60,31.28,479.3
4,0,1758015624781613747,2025-09-16 17:40:24.781,,,,,,,,,,,,,,,123.9284,137.2024,-194.0135,268.0000,-47.91,46.38,458.0,,,,,,,
4,0,1758015624888310952,2025-09-16 17:40:24.888,,,,,,,,558.2164,-148.5299,-277.8747,641.0000,14.90,25.69,410.2,,,,,,,,,,,,,,
4,0,1758015624939050855,2025-09-16 17:40:24.939,,,,,,,,,,,,,,,121.7323,135.6729,-192.3515,265.0000,-48.10,46.54,454.7,,,,,,,
4,0,1758015625006193746,2025-09-16 17:40:25.006,638.0060,17.3754,-31.1036,639.0000,-1.56,2.79,437.1,,,,,,,,,,,,,,,,,,,,,
4,0,1758015625068346257,2025-09-16 17:40:25.068,,,,,,,,541.0537,-176.9586,-279.1102,634.0000,18.11,26.12,434.7,,,,,,,,,,,,,,
4,0,1758015625057457608,2025-09-16 17:40:25.057,,,,,,,,,,,,,,,,,,,,,,156.7364,-141.9704,-119.6958,243.0000,42.17,29.51,445.8
4,0,1758015625106475420,2025-09-16 17:40:25.106,,,,,,,,,,,,,,,126.2444,148.4942,-182.4851,267.0000,-49.63,43.12,454.2,,,,,,,
4,0,1758015625167207660,2025-09-16 17:40:25.167,638.1227,23.6443,-23.6940,639.0000,-2.12,2.12,452.7,,,,,,,,,,,,,,,,,,,,,
4,0,1758015625247413426,2025-09-16 17:40:25.247,,,,,,,,560.7581,-146.0665,-262.1277,636.0000,14.60,24.34,432.4,,,,,,,,,,,,,,
4,0,1758015625252087843,2025-09-16 17:40:25.252,,,,,,,,,,,,,,,,,,,,,,147.2004,-143.8978,-136.5081,247.0000,44.35,33.55,474.5
4,0,1758015625263183299,2025-09-16 17:40:25.263,,,,,,,,,,,,,,,125.7059,141.1884,-187.1360,266.0000,-48.32,44.71,463.6,,,,,,,
4,0,1758015625329175638,2025-09-16 17:40:25.329,636.9976,-3.1130,-35.6141,638.0000,0.28,3.20,445.9,,,,,,,,,,,,,,,,,,,,,
4,0,1758015625427697746,2025-09-16 17:40:25.427,,,,,,,,566.3298,-108.3405,-261.1932,633.0000,10.83,24.37,404.3,,,,,,,,,,,,,,
4,0,1758015625426771460,2025-09-16 17:40:25.426,,,,,,,,,,,,,,,132.1516,142.3067,-181.7712,266.0000,-47.12,43.11,457.7,,,,,,,
4,0,1758015625492194996,2025-09-16 17:40:25.492,636.5666,-1.1888,-23.4643,637.0000,0.11,2.11,441.7,,,,,,,,,,,,,,,,,,,,,
4,0,1758015625599109664,2025-09-16 17:40:25.599,,,,,,,,561.8490,-137.0679,-271.7702,639.0000,13.71,25.17,405.0,,,,,,,,,,,,,,
4,0,1758015625591265108,2025-09-16 17:40:25.591,,,,,,,,,,,,,,,137.5039,145.4063,-179.7518,269.0000,-46.60,41.93,469.8,,,,,,,
4,0,1758015625649969652,2025-09-16 17:40:25.649,,,,,,,,,,,,,,,,,,,,,,150.9622,-139.9394,-132.8623,245.0000,42.83,32.84,459.5
4,0,1758015625787960913,2025-09-16 17:40:25.787,,,,,,,,557.8325,-144.2653,-271.6237,637.0000,14.50,25.24,408.3,,,,,,,,,,,,,,
4,0,1758015625749680701,2025-09-16 17:40:25.749,,,,,,,,,,,,,,,144.5285,161.1815,-152.8301,265.0000,-48.12,35.22,502.2,,,,,,,
4,0,1758015625816191545,2025-09-16 17:40:25.816,627.7307,62.4346,-38.4726,632.0000,-5.68,3.49,435.9,,,,,,,,,,,,,,,,,,,,,
4,0,1758015625849921421,2025-09-16 17:40:25.849,,,,,,,,,,,,,,,,,,,,,,140.2754,-136.0408,-147.7860,245.0000,44.12,37.10,451.1
4,0,1758015625966456669,2025-09-16 17:40:25.966,,,,,,,,573.2369,-133.5546,-251.3218,640.0000,13.12,23.12,404.1,,,,,,,,,,,,,,
4,0,1758015625977225108,2025-09-16 17:40:25.977,638.2959,29.7663,-35.9488,640.0000,-2.67,3.22,454.5,,,,,,,,,,,,,,,,,,,,,
4,0,1758015626040956691,2025-09-16 17:40:26.040,,,,,,,,,,,,,,,,,,,,,,144.8512,-144.2961,-138.5849,247.0000,44.89,34.13,450.2
4,0,1758015626077801491,2025-09-16 17:40:26.077,,,,,,,,,,,,,,,123.9659,133.4218,-193.8739,266.0000,-47.10,46.79,463.0,,,,,,,
4,0,1758015626139199067,2025-09-16 17:40:26.139,636.9568,-4.6692,-36.1700,638.0000,0.42,3.25,454.2,,,,,,,,,,,,,,,,,,,,,
